#,Year,OrientationJ mode,Field / application,Reference,Usage extract,DOI,Title,Journal,Authors
129,2021,Measure,collagen/ECM fibrillogenesis,Jones et al. (2021),fiber orientation was quantified using the ImageJ plugin OrientationJ [ 25 ] with previously published settings [ 24 ],10.1371/journal.pone.0245653,Pten regulates collagen fibrillogenesis by fibroblasts through SPARC,PLOS ONE,"Jones CE, Sharick JT, Colbert SE, Shukla VC, Zent JM, Ostrowski MC, Ghadiali SN, Sizemore ST, Leight JL."
130,2021,Color-coded orientation map,collagen/ECM in adipose tissue,Stocco et al. (2021),"OrientationJ is a Java plugin for ImageJ/FIJI which allows to visualize with a Hue, Saturation and Brightness (HSB) map the directionality within the sample.",10.3389/fmed.2021.661403,Age-Dependent Remodeling in Infrapatellar Fat Pad Adipocytes and Extracellular Matrix: A Comparative Study,Frontiers in Medicine,"Stocco E, Belluzzi E, Contran M, Boscolo-Berto R, Picardi E, Guidolin D, Fontanella CG, Olivotto E, Filardo G, Borile G, Romanato F, Ramonda R, Ruggieri P, Favero M, Porzionato A, De Caro R, Macchi V."
131,2021,Dominant Direction + Coherency,collagen/ECM in tumors,Drain et al. (2021),Fiber coherency was measured in the dominant fiber direction as determined by OrientationJ for each image.,10.1084/jem.20191360,Matrix compliance permits NF-κB activation to drive therapy resistance in breast cancer,Journal of Experimental Medicine,"Drain AP, Zahir N, Northey JJ, Zhang H, Huang PJ, Maller O, Lakins JN, Yu X, Leight JL, Alston-Mills BP, Hwang ES, Chen YY, Park CC, Weaver VM."
132,2021,orientation/coherency analysis,collagen/ECM in tumors,Budden et al. (2021),Fibre orientation analysis was performed using ImageJ OrientationJ plugin,10.1038/s41467-021-22953-z,Ultraviolet light-induced collagen degradation inhibits melanoma invasion,Nature Communications,"Budden T, Gaudy-Marqueste C, Porter A, Kay E, Gurung S, Earnshaw CH, Roeck K, Craig S, Traves V, Krutmann J, Muller P, Motta L, Zanivan S, Malliri A, Furney SJ, Nagore E, Virós A."
133,2021,Color-coded orientation map,collagen/ECM in wound healing,Parvanian et al. (2021),Color maps of the collagen I fibers generated using the OrientationJ plugin.,10.3390/ijms22094678,Exosomal Vimentin from Adipocyte Progenitors Protects Fibroblasts against Osmotic Stress and Inhibits Apoptosis to Enhance Wound Healing,International Journal of Molecular Sciences,"Parvanian S, Zha H, Su D, Xi L, Jiu Y, Chen H, Eriksson JE, Cheng F."
134,2021,Distribution (directionality histogram),endothelial cell cytoskeleton alignment,Silvani et al. (2021),"Distribution of EC orientations after 4 h (green), 24h (red), and 48 h (blue) from seeding obtained with ""orientationJ distribution"" of ImageJ software.",10.3389/fbioe.2021.612151,Biomechanical Characterization of Endothelial Cells Exposed to Shear Stress Using Acoustic Force Spectroscopy,Frontiers in Bioengineering and Biotechnology,"Silvani G, Romanov V, Cox CD, Martinac B."
135,2021,"Color-coded orientation map, Distribution (directionality histogram), Dominant Direction","fibronectin ECM assembly, fibroblast mechanobiology",Garrison et al. (2021),"individual matrix assembly site orientations were calculated for individual cells using OrientationJ, averaged across cells (WI-38 n = 27, NIH 3T3 n = 36), and plotted from –90° to 90°.",10.1091/mbc.e20-08-0533,Fibronectin fibril alignment is established upon initiation of extracellular matrix assembly,Molecular Biology of the Cell,"Garrison CM, Schwarzbauer JE."
136,2021,structure tensor (orientation/coherency analysis),materials/nanofibers,Tagliaferri et al. (2021),The platelet orientation angle was quantified calculating the gradient structure tensor of the tomographic images (via the OrientationJ plug-in for ImageJ),10.1021/acsnano.1c06535,Aqueous Inks of Pristine Graphene for 3D Printed Microsupercapacitors with High Capacitance,ACS Nano,"Tagliaferri S, Nagaraju G, Panagiotopoulos A, Och M, Cheng G, Iacoviello F, Mattevi C."
137,2021,Distribution (directionality histogram) + Color-coded orientation map,materials/nanofibers,Belousov et al. (2021),The analysis of SEM images in the ImageJ program using the OrientationJ plugin was performed in the Orientation Distribution module with the Gaussian Gradient structural tensor.,10.3390/ma14216714,Thermochemical Laser-Induced Periodic Surface Structures Formation by Femtosecond Laser on Hf Thin Films in Air and Vacuum,Materials,"Belousov DA, Bronnikov KA, Okotrub KA, Mikerin SL, Korolkov VP, Terentyev VS, Dostovalov AV."
138,2021,Distribution (directionality histogram),microtubule cytoskeleton dynamics,Memarian et al. (2021),ImageJ plugin OrientationJ to calculate angular distributions of MTs with a bin size of 5° to calculate angular distributions of the MTs using the published method from Inoue et al.,10.1073/pnas.2117107118,Active nematic order and dynamic lane formation of microtubules driven by membrane-bound diffusing motors,Proceedings of the National Academy of Sciences,"Memarian FL, Lopes JD, Schwarzendahl FJ, Athani MG, Sarpangala N, Gopinathan A, Beller DA, Dasbiswas K, Hirst LS."
139,2021,Coherency map / Measure,myelination complexity in neuropsychiatric tissue,Hsieh et al. (2021),Quantitative coherency analysis using OrientationJ to assess the myelination complexity in the ACC and the hippocampal regions.,10.1111/bpa.12870,Detection of endophenotypes associated with neuropsychiatric deficiencies in a mouse model of tuberous sclerosis complex using diffusion tensor imaging,Brain Pathology,"Hsieh CC, Lo YC, Li SJ, Lin TC, Chang CW, Chen TC, Yang SH, Lee YC, Chen YY."
140,2021,orientation/coherency analysis,neural tissue engineering scaffolds,Osorio-Londoño et al. (2021),"Cell morphology and orientation of cell structures analysis was conducted in ImageJ/Fiji (NIH, Bethesda, MD, USA), with the OrientationJ plugin",10.3390/polym13223876,Pyrrole Plasma Polymer-Coated Electrospun Scaffolds for Neural Tissue Engineering,Polymers,"Osorio-Londoño DM, Godínez-Fernández JR, Acosta-García MC, Morales-Corona J, Olayo-González R, Morales-Guadarrama A."
141,2021,orientation/coherency analysis,"neuronal alignment, nanofiber scaffolds",Antonova et al. (2021),Fiber orientation was determined using the OrientationJ plugin and Directionality ImageJ software,10.3390/nano11020516,ECM-Mimetic Nylon Nanofiber Scaffolds for Neurite Growth Guidance,Nanomaterials,"Antonova OY, Kochetkova OY, Shlyapnikov YM."
142,2021,Coherency map,neuronal tissue and brain imaging,Alexander et al. (2021),Percent area and coherency were quantified using ImageJ with the OrientationJ plugin as described before,10.7150/thno.53474,Nasal administration of mitochondria reverses chemotherapy-induced cognitive deficits,Theranostics,"Alexander JF, Seua AV, Arroyo LD, Ray PR, Wangzhou A, Heiβ-Lückemann L, Schedlowski M, Price TJ, Kavelaars A, Heijnen CJ."
143,2021,Coherency and fiber alignment (Measure),optic nerve gliosis / neuroinflammation,Tribble et al. (2021),GFAP fiber alignment (to detect process remodeling typical of gliosis in the optic nerve) was measured using OrientationJ,10.1167/tvst.10.1.21,Retinal Ganglion Cell Degeneration in a Rat Magnetic Bead Model of Ocular Hypertensive Glaucoma,Translational Vision Science & Technology,"Tribble JR, Otmani A, Kokkali E, Lardner E, Morgan JE, Williams PA."
144,2022,Coherency map,actin cytoskeleton,Potolitsyna et al. (2022),Actin cytoskeleton coherence was measured from phalloidin staining with the OrientationJ plugin,10.1038/s41598-022-14296-6,Long non-coding RNA HOTAIR regulates cytoskeleton remodeling and lipid storage capacity during adipogenesis,Scientific Reports,"Potolitsyna E, Hazell Pickering S, Germier T, Collas P, Briand N."
145,2022,Coherency map,actin cytoskeleton,Knox et al. (2022),"The coherence of the actin filamentous directionality was measured using OrientationJ, a plugin for Fiji/ImageJ, with the region of interest (ROI) set to the entirety of each im…",10.1016/j.isci.2022.105648,Microbial-derived metabolites induce actin cytoskeletal rearrangement and protect blood-brain barrier function,iScience,"Knox EG, Aburto MR, Tessier C, Nagpal J, Clarke G, O'Driscoll CM, Cryan JF."
146,2022,orientation/coherency analysis,actin cytoskeleton,Tsai et al. (2022),"we performed image analysis using the ""OrientationJ"" plugin in ImageJ/Fiji",10.1126/sciadv.abp8677,Activated I-BAR IRSp53 clustering controls the formation of VASP-actin-based membrane protrusions,Science Advances,"Tsai FC, Henderson JM, Jarin Z, Kremneva E, Senju Y, Pernier J, Mikhajlov O, Manzi J, Kogan K, Le Clainche C, Voth GA, Lappalainen P, Bassereau P."
147,2022,Color-coded orientation map,airway mucus and mucins,Kato et al. (2022),Inset was falsely colored according to angular alignment of pixels quantified with OrientationJ.,10.1126/sciadv.abm9718,Mucus concentration-dependent biophysical abnormalities unify submucosal gland and superficial airway dysfunction in cystic fibrosis,Science Advances,"Kato T, Radicioni G, Papanikolas MJ, Stoychev GV, Markovetz MR, Aoki K, Porterfield M, Okuda K, Barbosa Cardenas SM, Gilmore RC, Morrison CB, Ehre C, Burns KA, White KK, Brennan TA, Goodell HP, Thacker H, Loznev HT, Forsberg LJ, Nagase T, Rubinstein M, Randell SH, Tiemeyer M, Hill DB, Kesimer M, O'Neal WK, Ballard ST, Freeman R, Button B, Boucher RC."
148,2022,Coherency map,biomaterial scaffold characterization,Casarin et al. (2022),"the coherency (C) parameter, to estimate the local orientation of the fibres (values around 0 indicate isotropic areas, whereas values around 1 indicate highly orien…",10.3390/ijms23052826,"Porcine Small Intestinal Submucosa (SIS) as a Suitable Scaffold for the Creation of a Tissue-Engineered Urinary Conduit: Decellularization, Biomechanical and Biocompatibility Characterization Using New Approaches",International Journal of Molecular Sciences,"Casarin M, Fortunato TM, Imran S, Todesco M, Sandrin D, Borile G, Toniolo I, Marchesan M, Gerosa G, Bagno A, Romanato F, Carniel EL, Morlacco A, Dal Moro F."
149,2022,Coherency map,cardiac tissue engineering,Todesco et al. (2022),"Coherency (C) was calculated for collagen and elastin to check the local dominant fiber orientation in the Z-stack images using OrientationJ, an ImageJ plugin",10.3390/biomimetics7030104,A New Detergent for the Effective Decellularization of Bovine and Porcine Pericardia,Biomimetics,"Todesco M, Imran SJ, Fortunato TM, Sandrin D, Borile G, Romanato F, Casarin M, Giuggioli G, Conte F, Marchesan M, Gerosa G, Bagno A."
150,2022,Dominant Direction,cardiac tissue microstructure,Kim et al. (2022),Fiber orientation was calculated using the OrientationJ ( 33 ) plugin for Fiji at 10 × 10 pixel blocks based on structure tensor analysis.,10.3389/fcvm.2022.1037500,Pocket CLARITY enables distortion-mitigated cardiac microstructural tissue characterization of large-scale specimens,Frontiers in Cardiovascular Medicine,"Kim JJH, Parajuli S, Sinha A, Mahamdeh M, van den Boomen M, Coll-Font J, Chen LS, Fan Y, Eder RA, Phipps K, Yuan S, Nguyen C."
151,2022,Coherency map,"cardiovascular tissue engineering, extracellular matrix",Palmosi et al. (2022),The coherence of collagen fibers was calculated to verify the dominant local orientation of the images using OrientationJ,10.3389/fbioe.2022.1042434,Small intestinal submucosa-derived extracellular matrix as a heterotopic scaffold for cardiovascular applications,Frontiers in Bioengineering and Biotechnology,"Palmosi T, Tolomeo AM, Cirillo C, Sandrin D, Sciro M, Negrisolo S, Todesco M, Caicci F, Santoro M, Dal Lago E, Marchesan M, Modesti M, Bagno A, Romanato F, Grumati P, Fabozzo A, Gerosa G."
152,2022,Measure,cell alignment in hydrogel scaffolds,Tavakoli et al. (2022),OrientationJ plugin was used to measure the orientation of cells in the input binary (8-bit) microscope images.,10.3390/molecules27031002,Developing Novel Fabrication and Optimisation Strategies on Aggregation-Induced Emission Nanoprobe/Polyvinyl Alcohol Hydrogels for Bio-Applications,Molecules,"Tavakoli J, Shrestha J, Bazaz SR, Rad MA, Warkiani ME, Raston CL, Tipper JL, Tang Y."
153,2022,"Distribution (directionality histogram), Coherency parameter, Color-coded orientation map",collagen/ECM in ligament tissue,Kim et al. (2022),"The output from the OrientationJ analysis, in terms of distribution and dominant direction, was the histogram of orientation angles, a coherency parameter and a color-coded map of fiber orientations.",10.1186/s40634-022-00507-6,Anterior cruciate ligament microfatigue damage detected by collagen autofluorescence in situ,Journal of Experimental Orthopaedics,"Kim J, Baek SY, Schlecht SH, Beaulieu ML, Bussau L, Chen J, Ashton-Miller JA, Wojtys EM, Banaszak Holl MM."
154,2022,Distribution (directionality histogram),collagen/ECM in tumors,Alfonso et al. (2022),Analysis using the OrientationJ plugin in ImageJ indicates a similar distribution of fiber angles between the control and BmpR1a △FoxL1+ mice in the middle part of the glands,10.3390/biomedicines11010019,Comprehensive Profiling of Early Neoplastic Gastric Microenvironment Modifications and Biodynamics in Impaired BMP-Signaling FoxL1+-Telocytes,Biomedicines,"Alfonso AB, Pomerleau V, Nicolás VR, Raisch J, Jurkovic CM, Boisvert FM, Perreault N."
155,2022,orientation/coherency analysis,collagen/ECM in tumors,Jenkins et al. (2022),SHG images were then analyzed using OrientationJ in ImageJ,10.1111/acel.13665,Age alters the oncogenic trajectory toward luminal mammary tumors that activate unfolded proteins responses,Aging Cell,"Jenkins EC, Chattopadhyay M, Gomez M, Torre D, Ma'ayan A, Torres-Martin M, Sia D, Germain D."
156,2022,Distribution (directionality histogram),collagen/ECM in tumors,Koorman et al. (2022),Collagen alignment (collagen bundle angle variability perpendicular to the organoid) by collectively invading H7 organoids was visualized using confocal reflection microscopy (insets) ( C ) and quantified using OrientationJ in ( D ).,10.1038/s41388-022-02258-1,Spatial collagen stiffening promotes collective breast cancer cell invasion by reinforcing extracellular matrix alignment,Oncogene,"Koorman T, Jansen KA, Khalil A, Haughton PD, Visser D, Rätze MAK, Haakma WE, Sakalauskaitè G, van Diest PJ, de Rooij J, Derksen PWB."
157,2022,orientation/coherency analysis,collagen/ECM in tumors,Capparelli et al. (2022),"Using FIJI's plugin OrientationJ, a comprehensive orientation analysis was conducted using similar plugin settings for all the images evaluated.",10.1038/s41467-022-28801-y,Targeting SOX10-deficient cells to reduce the dormant-invasive phenotype state in melanoma,Nature Communications,"Capparelli C, Purwin TJ, Glasheen M, Caksa S, Tiago M, Wilski N, Pomante D, Rosenbaum S, Nguyen MQ, Cai W, Franco-Barraza J, Zheng R, Kumar G, Chervoneva I, Shimada A, Rebecca VW, Snook AE, Hookim K, Xu X, Cukierman E, Herlyn M, Aplin AE."
158,2022,Measure,"hepatic tissue engineering, microvessel orientation",Bonanini et al. (2022),Maximum intensity projections from each chip were used to calculate the average microvessel orientation and microvessel area using the 'orientationJ analysis' tool,10.1007/s10456-022-09842-9,In vitro grafting of hepatic spheroids and organoids on a microfluidic vascular bed,Angiogenesis,"Bonanini F, Kurek D, Previdi S, Nicolas A, Hendriks D, de Ruiter S, Meyer M, Clapés Cabrer M, Dinkelberg R, García SB, Kramer B, Olivier T, Hu H, López-Iglesias C, Schavemaker F, Walinga E, Dutta D, Queiroz K, Domansky K, Ronden B, Joore J, Lanz HL, Peters PJ, Trietsch SJ, Clevers H, Vulto P."
159,2022,Coherency map,implantable drug delivery platform,Whyte et al. (2022),"Using the OrientationJ 2.0.5 plugin, the coherency of each ROI was calculated.",10.1038/s41467-022-32147-w,Dynamic actuation enhances transport and extends therapeutic lifespan in an implantable drug delivery platform,Nature Communications,"Whyte W, Goswami D, Wang SX, Fan Y, Ward NA, Levey RE, Beatty R, Robinson ST, Sheppard D, O'Connor R, Monahan DS, Trask L, Mendez KL, Varela CE, Horvath MA, Wylie R, O'Dwyer J, Domingo-Lopez DA, Rothman AS, Duffy GP, Dolan EB, Roche ET."
160,2022,Distribution (directionality histogram),intermediate filament cytoskeleton,Shiota et al. (2022),The bundle alignments of IFs were measured by the dispersion of the IF angles in whole cells using the OrientationJ plugin,10.3389/fcell.2022.750829,C9orf72-Derived Proline:Arginine Poly-Dipeptides Modulate Cytoskeleton and Mechanical Stress Response,Frontiers in Cell and Developmental Biology,"Shiota T, Nagata R, Kikuchi S, Nanaura H, Matsubayashi M, Nakanishi M, Kobashigawa S, Isozumi N, Kiriyama T, Nagayama K, Sugie K, Yamashiro Y, Mori E."
161,2022,Dominant Direction,intervertebral disc fibrous tissue,Lintz et al. (2022),Fiber orientation in the AF region was determined for wild type and diabetic samples using the OrientationJ plugin.,10.1002/jsp2.1191,The degenerative impact of hyperglycemia on the structure and mechanics of developing murine intervertebral discs,JOR SPINE,"Lintz M, Walk RE, Tang SY, Bonassar LJ."
162,2022,Color-coded orientation map,materials/composite microstructure,Liu et al. (2022),The image is colour-coded based on the microplatelet alignment using OrientationJ.,10.1038/s41467-022-32792-1,Magnetically assisted drop-on-demand 3D printing of microstructured multimaterial composites,Nature Communications,"Liu WC, Chou VHY, Behera RP, Le Ferrand H."
163,2022,Distribution (directionality histogram),materials/nanofibers,Orlov et al. (2022),"OrientationJ"" of the ImageJ software suite (version 1.X), which segments the fibers in the digital micrographs and calculates the probability function for their planar orientation",10.1097/01.asw.0000823972.16446.ff,Fluid Handling Dynamics and Durability of Silver-Containing Gelling Fiber Dressings Tested in a Robotic Wound System,Advances in Skin & Wound Care,"Orlov A, Lustig A, Grigatti A, Gefen A."
164,2022,orientation/coherency analysis,materials/nanofibers,Kratzer et al. (2022),fiber orientation was defined using the ImageJ plugin OrientationJ,10.3390/cells11233774,Vascularization of Poly-ε-Caprolactone-Collagen I-Nanofibers with or without Sacrificial Fibers in the Neurotized Arteriovenous Loop Model,Cells,"Kratzer S, Arkudas A, Himmler M, Schubert DW, Schneidereit D, Bauer J, Friedrich O, Horch RE, Cai A."
165,2022,Dominant Direction,meniscus collagen/cartilage ECM,Otani et al. (2022),The FIJI plug-in OrientationJ was used to evaluate collagen orientation.,10.1038/s41598-022-16206-2,Meniscus surface texture is associated with degenerative changes in biological and biomechanical properties,Scientific Reports,"Otani S, Kanamoto T, Oyama S, Yamakawa S, Shi W, Miyazaki R, Aihara M, Oka S, Kuroda S, Nakai T, Takenaka K, Sato Y, Tsukamoto M, Tsujii A, Ebina K, Okada S, Nakata K."
166,2022,Distribution (directionality histogram),muscle mitochondrial network organization,Katti et al. (2022),The images were then binarized and the OrientationJ Distributions plugin was used to determine the angles of the mitochondrial network.,10.1038/s41467-022-34445-9,Identification of evolutionarily conserved regulators of muscle mitochondrial network organization,Nature Communications,"Katti P, Ajayi PT, Aponte A, Bleck CKE, Glancy B."
167,2022,Color-coded orientation map & Vector Field,muscle myofibrils / iPSC-derived muscle,Mao et al. (2022),"Vector field analysis of myofiber bundles was performed using the OrientationJ plugin ( Rezakhaniha et al., 2012 ) in Fiji ( Schindelin et al., 2012 ) combined with custom R scripts.",10.7554/elife.76649,Tension-driven multi-scale self-organisation in human iPSC-derived muscle fibers,eLife,"Mao Q, Acharya A, Rodríguez-delaRosa A, Marchiano F, Dehapiot B, Al Tanoury Z, Rao J, Díaz-Cuadros M, Mansur A, Wagner E, Chardes C, Gupta V, Lenne PF, Habermann BH, Theodoly O, Pourquié O, Schnorrer F."
168,2022,Distribution (directionality histogram) and Measure (coherency),myelinated fiber alignment in cortex,Brocca et al. (2022),Distribution function of the OrientationJ plugin was used to build a weighted orientation histogram for each ROI,10.3390/cells11213485,Normal Cortical Myelination in Galectin-4-Deficient Mice,Cells,"Brocca ME, Mora-Rubio A, Alonso-Calviño E, Fernández-López E, Díez-Revuelta N, Martos-Puñal D, Aguilar J, Higuero AM, Abad-Rodríguez J."
169,2022,orientation/coherency analysis,soft tissue mechanobiology,Stracuzzi et al. (2022),such as the 'Directionality' tool or the 'OrientationJ' plugin in ImageJ,10.1007/s10237-021-01543-4,Risky interpretations across the length scales: continuum vs. discrete models for soft tissue mechanobiology,Biomechanics and Modeling in Mechanobiology,"Stracuzzi A, Britt BR, Mazza E, Ehret AE."
170,2022,orientation/coherency analysis,tissue dynamics and cellular flows,Thiagarajan et al. (2022),"(2012) https://imagej.net/software/fiji/ OrientationJ plugin, Fiji Püspöki et al.",10.1016/j.isci.2022.105053,Pulsations and flows in tissues as two collective dynamics with simple cellular rules,iScience,"Thiagarajan R, Bhat A, Salbreux G, Inamdar MM, Riveline D."
171,2022,Color-coded orientation map,"tissue engineered tendon, collagen fibril alignment",Janvier et al. (2022),"The ImageJ plug-in (OrientationJ) was used to visualise and quantify fibril orientation parallel to the strain axis (0° = parallel, shown as vertical in these images)",10.1177/20417314221130486,"Multimodal analysis of the differential effects of cyclic strain on collagen isoform composition, fibril architecture and biomechanics of tissue engineered tendon",Journal of Tissue Engineering,"Janvier AJ, Pendleton EG, Mortensen LJ, Green DC, Henstock JR, Canty-Laird EG."
172,2022,Coherency map,"tissue engineering, collagen/ECM",Maghin et al. (2022),"Collagen coherency was calculated from SHG to verify the local dominant orientation of the fibers using OrientationJ, an ImageJ plugin",10.1038/s41536-022-00222-x,Customized bioreactor enables the production of 3D diaphragmatic constructs influencing matrix remodeling and fibroblast overgrowth,npj Regenerative Medicine,"Maghin E, Carraro E, Boso D, Dedja A, Giagante M, Caccin P, Barna RA, Bresolin S, Cani A, Borile G, Sandrin D, Romanato F, Cecchinato F, Urciuolo A, Sandonà D, De Coppi P, Pavan PG, Piccoli M."
173,2022,Coherency map,white matter axonal alignment,Fu et al. (2022),"The anisotropic properties of axons were characterised by their directional coherency coefficient, which was calculated by the 'OrientationJ' Java plugin for the ImageJ/Fiji software",10.1007/s00401-022-02488-3,Adaptive structural changes in the motor cortex and white matter in Parkinson's disease,Acta Neuropathologica,"Fu Y, Zhou L, Li H, Hsiao JT, Li B, Tanglay O, Auwyang AD, Wang E, Feng J, Kim WS, Liu J, Halliday GM."
174,2023,"Coherency map, Orientation map, Measure",Vibrio campbellii biofilm morphology,Cesaria et al. (2023),the measured images were processed with OrientationJ to obtain orientation and coherency maps over the whole image extension.,10.3390/ijms24065423,Mutant-Dependent Local Orientational Correlation in Biofilms of Vibrio campbellii Revealed through Digital Processing of Light Microscopy Images,International Journal of Molecular Sciences,"Cesaria M, Calcagnile M, Alifano P, Cataldo R."
175,2023,Distribution (directionality histogram),actin cytoskeleton,Gudde et al. (2023),"distribution of the actin filament orientation on day 21 (ImageJ version 1.53c, plugin OrientationJ)",10.1021/acsabm.3c00433,Vaginal Fibroblast Behavior as a Function of Stiffness Changes in a Polyisocyanide Hydrogel for Prolapse Repair,ACS Applied Bio Materials,"Gudde AN, van Velthoven MJJ, Türkel B, Kouwer PHJ, Roovers JWR, Guler Z."
176,2023,Orientation/coherency analysis,actin cytoskeleton,Liu et al. (2023),we employed the OrientationJ plugin within the Fiji software to determine the orientation of actin filaments.,10.1038/s41467-023-42341-z,Endothelial discoidin domain receptor 1 senses flow to modulate YAP activation,Nature Communications,"Liu J, Zhao C, Xiao X, Li A, Liu Y, Zhao J, Fan L, Liang Z, Pang W, Yao W, Li W, Zhou J."
177,2023,Measure,actin cytoskeleton,Tee et al. (2023),"the angle of stress fibre tilt of each elliptical cell, single or in a time-lapse series, was measured using the OrientationJ Measure plugin",10.1038/s41467-023-35918-1,Actin polymerisation and crosslinking drive left-right asymmetry in single cell and cell collectives,Nature Communications,"Tee YH, Goh WJ, Yong X, Ong HT, Hu J, Tay IYY, Shi S, Jalal S, Barnett SFH, Kanchanawong P, Huang W, Yan J, Lim YAB, Thiagarajan V, Mogilner A, Bershadsky AD."
178,2023,Orientation map,actin cytoskeleton,Castiglioni et al. (2023),"Images derived from fluorescence microscopy for F-actin on bMSCs were analyzed using the OrientationJ plugin of ImageJ, as described in detail in [ 26 , 27 ], in order to compute an orientation map.",10.3390/nano13050801,Cluster-Assembled Zirconia Substrates Accelerate the Osteogenic Differentiation of Bone Marrow Mesenchymal Stem Cells,Nanomaterials,"Castiglioni S, Locatelli L, Cazzaniga A, Orecchio FM, Santaniello T, Piazzoni C, Bureau L, Borghi F, Milani P, Maier JA."
179,2023,Color-coded orientation map,"actin cytoskeleton, fibroblast mechanobiology",Angelini et al. (2023),Staining of F-actin shown in false color using the OrientationJ plugin (ImageJ algorithm) depicting the changes in cell polarization and actin fiber orientation,10.1016/j.isci.2023.107283,A defective mechanosensing pathway affects fibroblast-to-myofibroblast transition in the old male mouse heart,iScience,"Angelini A, Trial J, Saltzman AB, Malovannaya A, Cieslik KA."
180,2023,Directionality analysis,cardiac muscle myofibrils,Krumbein et al. (2023),"For the directionality of pixels in MF20 cardiomyocyte staining, ImageJ software was used, using the OrientationJ plugin",10.1038/s42003-023-05547-x,RNA binding protein IGF2BP2 expression is induced by stress in the heart and mediates dilated cardiomyopathy,Communications Biology,"Krumbein M, Oberman F, Cinnamon Y, Golomb M, May D, Vainer G, Belzer V, Meir K, Fridman I, Haybaeck J, Poelzl G, Kehat I, Beeri R, Kessler SM, Yisraeli JK."
181,2023,Coherency map,cardiac tissue engineering,Casarin et al. (2023),"collagen fibre distribution was evaluated through fast Fourier transform (FFT) and coherency (C) parameters, to determine the fibres' local orientation, using the plug-in OrientationJ",10.3390/jfb14030141,Preliminary In Vitro Assessment of Decellularized Porcine Descending Aorta for Clinical Purposes,Journal of Functional Biomaterials,"Casarin M, Fortunato TM, Imran SJ, Todesco M, Sandrin D, Marchesan M, Gerosa G, Romanato F, Bagno A, Dal Moro F, Morlacco A."
182,2023,Directionality (cell orientation analysis),cardiac tissue engineering,Korover et al. (2023),"the immunostained iPSCs derived CMs projections were transformed into binary images, and the transformed image was analyzed using OrientationJ for cell directionality.",10.1186/s40659-023-00442-5,Functional defects in hiPSCs-derived cardiomyocytes from patients with a PLEKHM2-mutation associated with dilated cardiomyopathy and left ventricular non-compaction,Biological Research,"Korover N, Etzion S, Cherniak A, Rabinski T, Levitas A, Etzion Y, Ofir R, Parvari R, Cohen S."
183,2023,Color-coded orientation map,cartilage tissue engineering,Wang et al. (2023),"OrientationJ plugin from Image J was used to create the color maps of the fiber orientation, while directionality plugin was used to quantify the mean orientation and angular dispersion of the collagen fibers",10.1016/j.mtbio.2023.100624,3D printing of mechanically functional meniscal tissue equivalents using high concentration extracellular matrix inks,Materials Today Bio,"Wang B, Barceló X, Von Euw S, Kelly DJ."
184,2023,Coherency map,cartilage/meniscal tissue engineering,Barceló et al. (2023),Analysis on the fiber orientation and coherency was carried out using the OrientationJ plugin in ImageJ software.,10.1021/acsbiomaterials.3c00101,Chondroitinase ABC Treatment Improves the Organization and Mechanics of 3D Bioprinted Meniscal Tissue,ACS Biomaterials Science & Engineering,"Barceló X, Garcia O, Kelly DJ."
185,2023,"Coherency map, Orientation angle distribution, Color-coded orientation map",collagen/ECM in bladder carcinoma,Chang et al. (2023),The local orientations of collagen fibers were quantified using OrientationJ (Version 2.0.5) with a 6-pixel ( ∼ 1.8 μ m ) Gaussian window structure tensor and color-coded on top of the SHG image,10.1117/1.jbo.28.10.102907,Multiparameter interferometric polarization-enhanced imaging differentiates carcinoma in situ from inflammation of the bladder: an ex vivo study,Journal of Biomedical Optics,"Chang S, Giannico GA, Haugen E, Jardaneh A, Baba J, Mahadevan-Jansen A, Chang SS, Bowden AK."
186,2023,"Coherency map, Dominant Direction",collagen/ECM in pulmonary fibrosis,Hewitt et al. (2023),"OrientationJ was used to measure fibre coherency utilising properties of the original image, so-called 'first-order statistics'.",10.1038/s41467-023-41621-y,Lung extracellular matrix modulates KRT5+ basal cell activity in pulmonary fibrosis,Nature Communications,"Hewitt RJ, Puttur F, Gaboriau DCA, Fercoq F, Fresquet M, Traves WJ, Yates LL, Walker SA, Molyneaux PL, Kemp SV, Nicholson AG, Rice A, Roberts E, Lennon R, Carlin LM, Byrne AJ, Maher TM, Lloyd CM."
187,2023,orientation/coherency analysis,collagen/ECM in tissues,Kasahara et al. (2023),The orientation of collagen fibers was characterized by processing confocal images of collagen with OrientationJ ImageJ plugins,10.1126/sciadv.adf9917,Spatiotemporal single-cell tracking analysis in 3D tissues to reveal heterogeneous cellular response to mechanical stimuli,Science Advances,"Kasahara K, Muramatsu J, Kurashina Y, Miura S, Miyata S, Onoe H."
188,2023,Distribution (directionality histogram),collagen/ECM in tumors,He et al. (2023),The plugin OrientationJ-Distribution was applied to analyze the fiber orientation distribution automatically.,10.1073/pnas.2209260120,Extracellular matrix physical properties govern the diffusion of nanoparticles in tumor microenvironment,Proceedings of the National Academy of Sciences,"He X, Yang Y, Han Y, Cao C, Zhang Z, Li L, Xiao C, Guo H, Wang L, Han L, Qu Z, Liu N, Han S, Xu F."
